56, 48, 49, 46, 46, 48, 49, 46, 46, 48, 49, 46, 46, 48, 49, 54, 
45, 46, 46, 58, 46, 46, 46, 46, 58, 46, 46, 107, 108, 58, 46, 47, 
45, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 47, 
45, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 107, 108, 46, 46, 47, 
45, 46, 69, 71, 46, 58, 68, 68, 68, 68, 68, 46, 46, 46, 46, 47
,
69, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 71, 
69, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 71, 
69, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 71, 
69, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 71, 
69, 70, 70, 70, 70, 70, 70, 71, 70, 70, 70, 70, 70, 70, 70, 71
,
130, 131, 131, 131, 131, 131, 131, 131, 131, 131, 131, 131, 131, 131, 131, 132, 
130, 131, 131, 131, 131, 131, 131, 131, 131, 131, 131, 131, 131, 131, 131, 132, 
130, 131, 131, 131, 131, 131, 131, 131, 131, 131, 131, 131, 131, 131, 131, 132, 
130, 131, 131, 131, 131, 131, 131, 131, 131, 131, 131, 131, 131, 131, 131, 132, 
130, 131, 131, 131, 131, 131, 131, 132, 131, 131, 131, 131, 131, 131, 131, 132
